SELECT date, ordering, pref_label::varchar(20),
       birthyear, extract(year from date) - birthyear AS age
FROM registers
JOIN register_plays ON (register_id = registers.id)
JOIN play_person USING (play_id)
JOIN person ON (person_id = person.id)
ORDER BY date
    date    | ordering |      pref_label      | birthyear | age 
 1778-12-17 |        1 | Regnard (Jean-Franço |      1655 | 123
 1778-12-18 |        2 | Destouches           |      1680 |  98
 1778-12-18 |        1 | François-Marie Aroue |      1694 |  84
 1778-12-19 |        2 | Dorat (Claude-Joseph |      1734 |  44
 1778-12-19 |        1 | Ducis (Jean-François |      1733 |  45
 1778-12-20 |        2 | Boursault (Edme)     |      1638 | 140
 1778-12-20 |        1 | Longueil (Charles-He |           |    
 1778-12-21 |        2 | Dorat (Claude-Joseph |      1734 |  44
 1778-12-21 |        1 | Ducis (Jean-François |      1733 |  45
 1778-12-23 |        2 | Dorat (Claude-Joseph |      1734 |  44
 1778-12-23 |        1 | Ducis (Jean-François |      1733 |  45
 1778-12-26 |        2 | Dorat (Claude-Joseph |      1734 |  44
 1778-12-26 |        1 | Ducis (Jean-François |      1733 |  45
 1778-12-27 |        2 | Florent Carton dit D |      1661 | 117
 1778-12-27 |        1 | François-Marie Aroue |      1694 |  84
 1778-12-28 |        2 | Dorat (Claude-Joseph |      1734 |  44
 1778-12-28 |        1 | Ducis (Jean-François |      1733 |  45
 1778-12-30 |        2 | Dorat (Claude-Joseph |      1734 |  44
 1778-12-30 |        1 | Ducis (Jean-François |      1733 |  45
 1778-12-31 |        2 | La Chapelle (Jean de |      1651 | 127
 1778-12-31 |        1 | Jean-Baptiste Poquel |      1622 | 156
 1779-01-01 |        2 | Palaprat (Jean de)   |           |    
 1779-01-01 |        1 | Lesage (Alain-René)  |      1668 | 111
 1779-01-02 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-02 |        2 | Dorat (Claude-Joseph |      1734 |  45
 1779-01-03 |        2 | La Font (Joseph de)  |      1686 |  93
 1779-01-03 |        1 | arrangée et versifié |           |    
 1779-01-03 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-04 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-04 |        2 | Dorat (Claude-Joseph |      1734 |  45
 1779-01-05 |        2 | Brueys (David-August |      1640 | 139
 1779-01-05 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-01-06 |        1 | Piron (Alexis)       |      1689 |  90
 1779-01-06 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-07 |        1 | Piron (Alexis)       |      1689 |  90
 1779-01-07 |        2 | Regnard (Jean-Franço |      1655 | 124
 1779-01-08 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-01-08 |        2 | Palaprat (Jean de)   |           |    
 1779-01-09 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-09 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-01-10 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-10 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-11 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-11 |        2 | Pont-de-Veyle (Antoi |           |    
 1779-01-13 |        1 | La Harpe (Jean Franç |      1739 |  40
 1779-01-13 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-01-14 |        2 | Regnard (Jean-Franço |      1655 | 124
 1779-01-14 |        1 | Boissy (Louis de)    |      1694 |  85
 1779-01-15 |        1 | Michel Boyron        |           |    
 1779-01-15 |        2 | Hauteroche (Noël Leb |           |    
 1779-01-16 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-16 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-01-17 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-18 |        2 | Guyot de Merville (M |      1676 | 103
 1779-01-18 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-19 |        1 | La Chaussée (Pierre- |      1692 |  87
 1779-01-19 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-20 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-01-20 |        1 | Belloy (Pierre Laure |      1727 |  52
 1779-01-21 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-01-21 |        2 | Brueys (David-August |      1640 | 139
 1779-01-22 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-23 |        2 | Rousseau (Jean-Jacqu |      1712 |  67
 1779-01-23 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-24 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-24 |        2 | Destouches           |      1680 |  99
 1779-01-25 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-25 |        2 | Florent Carton dit D |      1661 | 118
 1779-01-26 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-26 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-01-27 |        1 | Jean Racine          |      1639 | 140
 1779-01-27 |        2 | Florent Carton dit D |      1661 | 118
 1779-01-28 |        1 | La Chaussée (Pierre- |      1692 |  87
 1779-01-28 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-29 |        1 | Destouches           |      1680 |  99
 1779-01-29 |        2 | Florent Carton dit D |      1661 | 118
 1779-01-30 |        1 | Ducis (Jean-François |      1733 |  46
 1779-01-30 |        2 | Hauteroche (Noël Leb |           |    
 1779-01-31 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-01-31 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-02-01 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-01 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-03 |        1 | Ducis (Jean-François |      1733 |  46
 1779-02-03 |        2 | Rousseau (Jean-Jacqu |      1712 |  67
 1779-02-04 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-02-04 |        2 | Regnard (Jean-Franço |      1655 | 124
 1779-02-05 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-05 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-06 |        2 | Boutet de Monvel (Ja |      1745 |  34
 1779-02-06 |        1 | Ducis (Jean-François |      1733 |  46
 1779-02-07 |        1 | Brueys (David-August |      1640 | 139
 1779-02-07 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-02-08 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-08 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-09 |        1 | Montfleury           |      1639 | 140
 1779-02-09 |        2 | Guyot de Merville (M |      1676 | 103
 1779-02-10 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-10 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-11 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-02-12 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-02-12 |        1 | Destouches           |      1680 |  99
 1779-02-13 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-13 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-14 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-02-15 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-15 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-16 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-02-17 |        1 | Belloy (Pierre Laure |      1727 |  52
 1779-02-17 |        2 | Rousseau (Jean-Jacqu |      1712 |  67
 1779-02-18 |        1 | Corneille (Pierre)   |      1606 | 173
 1779-02-18 |        2 | Florent Carton dit D |      1661 | 118
 1779-02-19 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-19 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-20 |        1 | Clément (Jean Marie  |      1742 |  37
 1779-02-20 |        2 | Brueys (David-August |      1640 | 139
 1779-02-21 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-02-22 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-22 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-23 |        1 | Montfleury           |      1639 | 140
 1779-02-23 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-02-24 |        1 | Diderot (Denis)      |      1713 |  66
 1779-02-24 |        2 | Poisson (Philippe)   |      1682 |  97
 1779-02-25 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-02-25 |        2 | Sedaine (Michel-Jean |      1719 |  60
 1779-02-26 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-02-26 |        2 | Fagan (Barthélemy-Ch |      1702 |  77
 1779-02-27 |        1 | François-Marie Aroue |      1694 |  85
 1779-02-27 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-02-28 |        1 | Beaumarchais (Pierre |      1732 |  47
 1779-02-28 |        2 | François-Marie Aroue |      1694 |  85
 1779-03-01 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-01 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-03-02 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-02 |        2 | Lesage (Alain-René)  |      1668 | 111
 1779-03-03 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-03 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-03-04 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-03-04 |        2 | Brueys (David-August |      1640 | 139
 1779-03-05 |        1 | Lesage (Alain-René)  |      1668 | 111
 1779-03-05 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-03-06 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-03-06 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-07 |        1 | Destouches           |      1680 |  99
 1779-03-07 |        2 | Barthe (Nicolas-Thom |      1736 |  43
 1779-03-08 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-08 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-03-09 |        1 | arrangée et versifié |           |    
 1779-03-09 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-03-09 |        2 | Brueys (David-August |      1640 | 139
 1779-03-10 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-10 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-03-11 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-03-11 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-03-12 |        1 | Destouches           |      1680 |  99
 1779-03-12 |        2 | Barthe (Nicolas-Thom |      1736 |  43
 1779-03-13 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-13 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-03-14 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-03-14 |        2 | La Chapelle (Jean de |      1651 | 128
 1779-03-15 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-15 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-03-17 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-17 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-03-18 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-03-18 |        2 | Brueys (David-August |      1640 | 139
 1779-03-19 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-03-19 |        2 | François-Marie Aroue |      1694 |  85
 1779-03-20 |        1 | François-Marie Aroue |      1694 |  85
 1779-03-20 |        2 | La Harpe (Jean Franç |      1739 |  40
 1779-04-12 |        1 | La Harpe (Jean Franç |      1739 |  40
 1779-04-12 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-04-13 |        2 | Fagan (Barthélemy-Ch |      1702 |  77
 1779-04-13 |        1 | La Chaussée (Pierre- |      1692 |  87
 1779-04-14 |        1 | Crébillon (Prosper J |      1674 | 105
 1779-04-14 |        2 | Chamfort (Sébastien- |      1741 |  38
 1779-04-15 |        2 | Florent Carton dit D |      1661 | 118
 1779-04-15 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-04-16 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-04-16 |        2 | Desmahis (Joseph-Fra |      1722 |  57
 1779-04-17 |        1 | La Harpe (Jean Franç |      1739 |  40
 1779-04-17 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-04-18 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-04-18 |        1 | Brueys (David-August |      1640 | 139
 1779-04-19 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-04-19 |        1 | Belloy (Pierre Laure |      1727 |  52
 1779-04-20 |        1 | arrangée et versifié |           |    
 1779-04-20 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-04-20 |        2 | Florent Carton dit D |      1661 | 118
 1779-04-21 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-04-21 |        1 | François-Marie Aroue |      1694 |  85
 1779-04-22 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-04-22 |        1 | Jean-François Cailha |      1731 |  48
 1779-04-23 |        2 | Boissy (Louis de)    |      1694 |  85
 1779-04-23 |        1 | Destouches           |      1680 |  99
 1779-04-24 |        1 | François-Marie Aroue |      1694 |  85
 1779-04-24 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-04-25 |        1 | Dorat (Claude-Joseph |      1734 |  45
 1779-04-25 |        2 | Collé (Charles)      |      1709 |  70
 1779-04-26 |        1 | Corneille (Pierre)   |      1606 | 173
 1779-04-26 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-04-27 |        2 | La Fontaine (Jean de |      1621 | 158
 1779-04-27 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-04-28 |        1 | Jean Racine          |      1639 | 140
 1779-04-28 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-04-29 |        1 | Dorat (Claude-Joseph |      1734 |  45
 1779-04-29 |        2 | Collé (Charles)      |      1709 |  70
 1779-04-30 |        1 | Boursault (Edme)     |      1638 | 141
 1779-04-30 |        2 | La Font (Joseph de)  |      1686 |  93
 1779-05-01 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-05-01 |        1 | François-Marie Aroue |      1694 |  85
 1779-05-02 |        1 | Dorat (Claude-Joseph |      1734 |  45
 1779-05-02 |        2 | Sedaine (Michel-Jean |      1719 |  60
 1779-05-03 |        1 | François-Marie Aroue |      1694 |  85
 1779-05-03 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-05-04 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-05-04 |        2 | Hauteroche (Noël Leb |           |    
 1779-05-05 |        1 | François-Marie Aroue |      1694 |  85
 1779-05-05 |        2 | Lesage (Alain-René)  |      1668 | 111
 1779-05-06 |        1 | Corneille (Pierre)   |      1606 | 173
 1779-05-06 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-05-07 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-05-07 |        2 | Florent Carton dit D |      1661 | 118
 1779-05-08 |        1 | François-Marie Aroue |      1694 |  85
 1779-05-08 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-05-09 |        1 | Lesage (Alain-René)  |      1668 | 111
 1779-05-09 |        2 | Florent Carton dit D |      1661 | 118
 1779-05-10 |        1 | Moreau (Jean-Baptist |           |    
 1779-05-10 |        1 | Jean Racine          |      1639 | 140
 1779-05-10 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-05-11 |        1 | La Chaussée (Pierre- |      1692 |  87
 1779-05-11 |        2 | Vaure (Jacques du)   |           |    
 1779-05-12 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-05-12 |        2 | Collé (Charles)      |      1709 |  70
 1779-05-14 |        1 | François-Marie Aroue |      1694 |  85
 1779-05-14 |        2 | Marivaux (Pierre de) |      1688 |  91
 1779-05-16 |        1 | Diderot (Denis)      |      1713 |  66
 1779-05-16 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-05-17 |        2 | Poisson (Philippe)   |      1682 |  97
 1779-05-17 |        1 | Longepierre (Hilaire |      1659 | 120
 1779-05-18 |        2 | Florent Carton dit D |      1661 | 118
 1779-05-18 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-05-19 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-05-19 |        1 | François-Marie Aroue |      1694 |  85
 1779-05-20 |        1 | Florent Carton dit D |      1661 | 118
 1779-05-20 |        2 | Jean Racine          |      1639 | 140
 1779-05-21 |        1 | Collé (Charles)      |      1709 |  70
 1779-05-21 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-05-22 |        1 | Jean Racine          |      1639 | 140
 1779-05-22 |        2 | Rousseau (Jean-Jacqu |      1712 |  67
 1779-05-24 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-05-24 |        1 | François-Marie Aroue |      1694 |  85
 1779-05-25 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-05-25 |        2 | Florent Carton dit D |      1661 | 118
 1779-05-26 |        1 | Le Mierre (Antoine-M |      1723 |  56
 1779-05-26 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-05-27 |        1 | Florent Carton dit D |      1661 | 118
 1779-05-27 |        2 | Florent Carton dit D |      1661 | 118
 1779-05-28 |        1 | Destouches           |      1680 |  99
 1779-05-28 |        2 | La Font (Joseph de)  |      1686 |  93
 1779-05-29 |        1 | Belloy (Pierre Laure |      1727 |  52
 1779-05-29 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-05-30 |        1 | Sedaine (Michel-Jean |      1719 |  60
 1779-05-30 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-05-31 |        1 | François-Marie Aroue |      1694 |  85
 1779-05-31 |        2 | Florent Carton dit D |      1661 | 118
 1779-06-01 |        2 | La Chapelle (Jean de |      1651 | 128
 1779-06-01 |        1 | Gresset (Jean-Baptis |      1709 |  70
 1779-06-02 |        1 | François-Marie Aroue |      1694 |  85
 1779-06-02 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-06-04 |        1 | Piron (Alexis)       |      1689 |  90
 1779-06-04 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-06-05 |        1 | François-Marie Aroue |      1694 |  85
 1779-06-05 |        2 | Fagan (Barthélemy-Ch |      1702 |  77
 1779-06-06 |        1 | François-Marie Aroue |      1694 |  85
 1779-06-06 |        2 | Chamfort (Sébastien- |      1741 |  38
 1779-06-07 |        1 | Jean Racine          |      1639 | 140
 1779-06-07 |        2 | Saurin (Bernard-Jose |      1706 |  73
 1779-06-08 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-06-08 |        1 | arrangée et versifié |           |    
 1779-06-08 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-06-09 |        1 | Belloy (Pierre Laure |      1727 |  52
 1779-06-09 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-06-10 |        1 | Michel Boyron        |           |    
 1779-06-10 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-06-11 |        1 | Diderot (Denis)      |      1713 |  66
 1779-06-11 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-06-12 |        1 | François-Marie Aroue |      1694 |  85
 1779-06-12 |        2 | François-Marie Aroue |      1694 |  85
 1779-06-13 |        1 | Brueys (David-August |      1640 | 139
 1779-06-13 |        2 | Florent Carton dit D |      1661 | 118
 1779-06-14 |        2 | François-Marie Aroue |      1694 |  85
 1779-06-14 |        1 | François-Marie Aroue |      1694 |  85
 1779-06-15 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-06-15 |        2 | La Font (Joseph de)  |      1686 |  93
 1779-06-16 |        2 | François-Marie Aroue |      1694 |  85
 1779-06-16 |        1 | Corneille (Pierre)   |      1606 | 173
 1779-06-17 |        1 | Boissy (Louis de)    |      1694 |  85
 1779-06-17 |        2 | Florent Carton dit D |      1661 | 118
 1779-06-18 |        2 | Boindin (Nicolas) ;  |      1672 | 107
 1779-06-18 |        1 | Destouches           |      1680 |  99
 1779-06-19 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-06-19 |        1 | Guimond de La Touche |      1723 |  56
 1779-06-20 |        1 | Brueys (David-August |      1640 | 139
 1779-06-20 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-06-21 |        1 | Guimond de La Touche |      1723 |  56
 1779-06-21 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-06-22 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-06-22 |        1 | Florent Carton dit D |      1661 | 118
 1779-06-23 |        1 | François-Marie Aroue |      1694 |  85
 1779-06-23 |        2 | Chamfort (Sébastien- |      1741 |  38
 1779-06-24 |        1 | Michel Boyron        |           |    
 1779-06-24 |        2 | Florent Carton dit D |      1661 | 118
 1779-06-26 |        1 | François-Marie Aroue |      1694 |  85
 1779-06-26 |        2 | Lantier (Étienne Fra |      1734 |  45
 1779-06-27 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-06-27 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-06-29 |        1 | Corneille (Thomas)   |      1625 | 154
 1779-06-29 |        2 | Champmeslé (Charles  |           |    
 1779-06-29 |        2 | La Fontaine (Jean de |      1621 | 158
 1779-06-30 |        2 | Lantier (Étienne Fra |      1734 |  45
 1779-06-30 |        1 | François-Marie Aroue |      1694 |  85
 1779-07-01 |        2 | Florent Carton dit D |      1661 | 118
 1779-07-01 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-07-02 |        1 | Michel Boyron        |           |    
 1779-07-02 |        2 | Florent Carton dit D |      1661 | 118
 1779-07-03 |        1 | Jean Racine          |      1639 | 140
 1779-07-03 |        2 | Lantier (Étienne Fra |      1734 |  45
 1779-07-04 |        1 | Saurin (Bernard-Jose |      1706 |  73
 1779-07-04 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-07-05 |        1 | Belloy (Pierre Laure |      1727 |  52
 1779-07-05 |        2 | La Font (Joseph de)  |      1686 |  93
 1779-07-06 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-07-06 |        2 | Florent Carton dit D |      1661 | 118
 1779-07-07 |        1 | Belloy (Pierre Laure |      1727 |  52
 1779-07-07 |        2 | Lantier (Étienne Fra |      1734 |  45
 1779-07-08 |        2 | Florent Carton dit D |      1661 | 118
 1779-07-08 |        1 | La Noue (Jean-Baptis |           |    
 1779-07-09 |        2 | Lantier (Étienne Fra |      1734 |  45
 1779-07-09 |        1 | François-Marie Aroue |      1694 |  85
 1779-07-10 |        2 | François-Marie Aroue |      1694 |  85
 1779-07-10 |        1 | François-Marie Aroue |      1694 |  85
 1779-07-11 |        2 | Destouches           |      1680 |  99
 1779-07-11 |        1 | Belloy (Pierre Laure |      1727 |  52
 1779-07-12 |        2 | Lantier (Étienne Fra |      1734 |  45
 1779-07-12 |        1 | François-Marie Aroue |      1694 |  85
 1779-07-13 |        2 | La Font (Joseph de)  |      1686 |  93
 1779-07-13 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-07-14 |        2 | François-Marie Aroue |      1694 |  85
 1779-07-14 |        1 | François-Marie Aroue |      1694 |  85
 1779-07-15 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-07-15 |        1 | Brueys (David-August |      1640 | 139
 1779-07-16 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-07-16 |        1 | Quinault (Philippe)  |      1635 | 144
 1779-07-17 |        2 | François-Marie Aroue |      1694 |  85
 1779-07-17 |        1 | François-Marie Aroue |      1694 |  85
 1779-07-18 |        1 | Corneille (Thomas)   |      1625 | 154
 1779-07-18 |        2 | François-Marie Aroue |      1694 |  85
 1779-07-19 |        2 | Lantier (Étienne Fra |      1734 |  45
 1779-07-19 |        1 | La Chaussée (Pierre- |      1692 |  87
 1779-07-20 |        1 | Florent Carton dit D |      1661 | 118
 1779-07-20 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-07-21 |        2 | Florent Carton dit D |      1661 | 118
 1779-07-21 |        1 | Saurin (Bernard-Jose |      1706 |  73
 1779-07-22 |        2 | Jean Racine          |      1639 | 140
 1779-07-22 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-07-23 |        1 | Michel Boyron        |           |    
 1779-07-23 |        2 | Florent Carton dit D |      1661 | 118
 1779-07-24 |        2 | Lantier (Étienne Fra |      1734 |  45
 1779-07-24 |        1 | Corneille (Pierre)   |      1606 | 173
 1779-07-25 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-07-25 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-07-26 |        2 | Legrand (Marc-Antoin |      1673 | 106
 1779-07-26 |        1 | François-Marie Aroue |      1694 |  85
 1779-07-27 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-07-27 |        2 | Poisson (Philippe)   |      1682 |  97
 1779-07-28 |        2 | Poisson (Philippe)   |      1682 |  97
 1779-07-28 |        1 | François-Marie Aroue |      1694 |  85
 1779-07-29 |        1 | Gresset (Jean-Baptis |      1709 |  70
 1779-07-29 |        2 | Florent Carton dit D |      1661 | 118
 1779-07-30 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-07-30 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-07-31 |        2 | La Chapelle (Jean de |      1651 | 128
 1779-07-31 |        1 | Diderot (Denis)      |      1713 |  66
 1779-08-01 |        1 | Lesage (Alain-René)  |      1668 | 111
 1779-08-01 |        2 | Florent Carton dit D |      1661 | 118
 1779-08-02 |        2 | Oisemont (d')        |           |    
 1779-08-02 |        1 | Marivaux (Pierre de) |      1688 |  91
 1779-08-03 |        1 | Regnard (Jean-Franço |      1655 | 124
 1779-08-03 |        2 | Rochon de Chabannes  |      1730 |  49
 1779-08-04 |        2 | Oisemont (d')        |           |    
 1779-08-04 |        1 | La Chaussée (Pierre- |      1692 |  87
 1779-08-05 |        2 | Poinsinet (Antoine-A |      1735 |  44
 1779-08-05 |        1 | Corneille (Pierre)   |      1606 | 173
 1779-08-06 |        2 | Florent Carton dit D |      1661 | 118
 1779-08-06 |        1 | Du Fresny (Charles)  |      1648 | 131
 1779-08-07 |        2 | Oisemont (d')        |           |    
 1779-08-07 |        1 | Piron (Alexis)       |      1689 |  90
 1779-08-08 |        1 | Diderot (Denis)      |      1713 |  66
 1779-08-08 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-08-09 |        1 | Du Fresny (Charles)  |      1648 | 131
 1779-08-09 |        2 | Oisemont (d')        |           |    
 1779-08-10 |        2 | Brueys (David-August |      1640 | 139
 1779-08-10 |        1 | Montfleury           |      1639 | 140
 1779-08-11 |        1 | Destouches           |      1680 |  99
 1779-08-11 |        2 | Oisemont (d')        |           |    
 1779-08-12 |        2 | Sedaine (Michel-Jean |      1719 |  60
 1779-08-12 |        1 | François-Marie Aroue |      1694 |  85
 1779-08-13 |        2 | Boutet de Monvel (Ja |      1745 |  34
 1779-08-13 |        1 | Dorat (Claude-Joseph |      1734 |  45
 1779-08-14 |        1 | Jean-Baptiste Poquel |      1622 | 157
 1779-08-14 |        2 | Collé (Charles)      |      1709 |  70
 1779-08-16 |        1 | Florent Carton dit D |      1661 | 118
 1779-08-16 |        2 | Oisemont (d')        |           |    
 1779-08-17 |        2 | Du Fresny (Charles)  |      1648 | 131
 1779-08-17 |        1 | Brueys (David-August |      1640 | 139
 1779-08-18 |        2 | Oisemont (d')        |           |    
 1779-08-18 |        1 | Boissy (Louis de)    |      1694 |  85
 1779-08-19 |        2 | Desmahis (Joseph-Fra |      1722 |  57
 1779-08-19 |        1 | Boursault (Edme)     |      1638 | 141
 1779-08-20 |        1 | Sedaine (Michel-Jean |      1719 |  60
 1779-08-20 |        2 | Jean-Baptiste Poquel |      1622 | 157
 1779-08-21 |        2 | Marivaux (Pierre de) |      1688 |  91
 1779-08-21 |        1 | François-Marie Aroue |      1694 |  85
 1779-08-22 |        2 | Boursault (Edme)     |      1638 | 141
 1779-08-22 |        1 | Sedaine (Michel-Jean |      1719 |  60
 1779-08-23 |        2 | Du Fresny (Charles)  |      1648 | 131
